Injection_Time,Filling_Time,Plasticizing_Time,Cycle_Time,Clamp_Close_Time,Cushion_Position,Plasticizing_Position,Clamp_Open_Position,Max_Injection_Speed,Max_Screw_RPM,Average_Screw_RPM,Max_Injection_Pressure,Max_Switch_Over_Pressure,Max_Back_Pressure,Average_Back_Pressure,Barrel_Temperature_1,Barrel_Temperature_2,Barrel_Temperature_3,Barrel_Temperature_4,Barrel_Temperature_5,Barrel_Temperature_6,Hopper_Temperature,Mold_Temperature_3,Mold_Temperature_4,PassOrFail
13.39000034,8.270000458,16.64999962,59.56000137,7.119999886,653.6300049,68.58999634,647.9899902,38.5,30.79999924,292.3999939,147.3999939,146.6999969,38.09999847,59.70000076,275.7999878,275.2999878,275.2999878,270,255.6999969,229.6999969,64.40000153,20.39999962,21.70000076,0
9.586250463,4.46999979,16.93000031,59.56000137,7.130000114,653.4099731,68.83999634,647.9899902,55.5,30.71248823,292.5,141.7625047,136.5250094,37.562503,59.29999924,276.0749727,275.1750153,274.6624708,271.0499758,255.1000061,229.6999969,67.18751377,25.13749657,27.70000076,0
9.569999695,4.460000038,16.62000084,59.52000046,7.110000134,653.4299927,68.33999634,647.9899902,55.20000076,30.79999924,29.20000076,142.1000061,136.3999939,38,59.79999924,275.7000122,274.7000122,275.6000061,270.2999878,255.1999969,230.1000061,65.59999847,21,22.39999962,1
9.574416648,4.464416886,16.911042,59.52000046,7.130000114,653.4121837,68.84778957,647.9899902,55.45583131,30.54416869,292.5,141.7220825,136.5883357,37.45583131,59.27791531,276.4895848,275.4429337,275.1220917,271.0908156,254.5674934,230.1662562,68.03250676,25.12208473,27.70000076,0
9.44817452,4.329999924,16.92817502,59.42364875,7.130000114,653.4000244,68.84364761,647.9899902,60.88174864,30.86349489,292.5,141.3999939,136.9182475,36.33650431,58.71825295,276.5722427,274.9547546,274.8817403,270.5277634,254.8634895,229.8000031,67,25.10000038,27.68174822,0
9.979999542,4.869999886,16.53000069,60.45999908,7.119999886,653.4099731,68.61000061,647.9899902,49.40000153,30.70000076,292.5,142.8999939,139,50.59999847,67.40000153,276,275.2999878,275.1000061,271.6000061,255.1999969,229.6000061,65,20.70000076,22,0
9.539999962,4.429999828,17,59.52000046,7.130000114,653.4199829,68.48999786,647.9899902,56.09999847,30.60000038,292.5,141.8000031,136.3000031,38.20000076,59.5,276.8999939,275.2000122,275,269.6000061,254.6999969,230.3999939,67.59999847,21.70000076,22.79999924,1
9.590000153,4.46999979,16.54999924,59.52000046,7.119999886,653.4299927,68.33999634,647.9899902,54.90000153,30.89999962,29.20000076,142.1999969,136.6999969,38.09999847,59.90000153,276.2000122,275.3999939,275.2999878,271,255,230.1999969,65,21.39999962,23.10000038,1
10.82999992,5.71999979,16.81999969,62.36000061,7.179999828,653.3900146,68.58000183,647.9899902,45.40000153,31.10000038,292.3999939,144.8999939,142.6999969,71.90000153,87.09999847,276,274.7999878,275.7000122,268.8999939,255.1999969,229.8000031,63.79999924,20.60000038,21.79999924,0
9.699999809,4.579999924,16.46999931,58.95999908,7.119999886,653.4500122,68.58999634,647.9899902,53.29999924,30.5,292.2999878,142.1999969,137.3999939,38.59999847,60.20000076,276.7999878,275.1000061,275.7000122,270.8999939,255.3999939,229.3999939,64.5,20.60000038,21.89999962,0
9.56000042,4.440000057,16.60000038,59.52000046,7.110000134,653.4299927,68.33999634,647.9899902,55.29999924,30.70000076,29.20000076,142,136.1999969,37.90000153,59.70000076,276.6000061,275.2000122,275.1000061,270.8999939,255.1999969,230.1000061,66.19999695,21.10000038,22.39999962,1
9.699999809,4.579999924,16.46999931,58.95999908,7.119999886,653.4500122,68.58999634,647.9899902,53.29999924,30.5,292.2999878,142.1999969,137.3999939,38.59999847,60.20000076,276.7999878,275.1000061,275.7000122,270.8999939,255.3999939,229.3999939,64.5,20.60000038,21.89999962,0
9.579999924,4.460000038,16.92000008,59.52000046,7.119999886,653.4199829,68.48999786,647.9899902,55.40000153,30.60000038,29.20000076,142,136.8000031,37.90000153,59.40000153,276.3999939,275.7000122,275,270.5,255,230.5,68.40000153,23,24.29999924,1
9.585794649,4.471589212,16.95420546,59.52000046,7.130000114,653.4157734,68.83999634,647.9899902,55.51026962,30.78410843,292.5,141.8000031,136.8579437,37.2579458,59.15794572,276.0579495,275.6271328,275.4102826,269.8317863,254.2682198,230.3579437,67.91124228,25.15794652,27.70000076,0
13.11074744,7.990747559,16.66469719,59.97153172,7.128818387,653.6006081,68.58999634,647.9899902,39.47003587,30.7559068,292.4146923,147.1501366,146.332559,38.92305973,60.1703214,275.7118063,275.3293846,275.2411986,270.3086487,255.6265093,229.7587883,64.38530424,20.41469719,21.71469805,0
9.56000042,4.440000057,16.95000076,59.52000046,7.119999886,653.4299927,68.48000336,647.9899902,55.5,30.70000076,29.20000076,141.8999939,136.8000031,37.5,59.29999924,276,275.8999939,274.8999939,269.3999939,254.8999939,230.3999939,68.5,23,24.29999924,1
9.529999733,4.409999847,16.79999924,59.47999954,7.119999886,653.4400024,68.25,647.9899902,55.70000076,30.5,29.20000076,141.8000031,136.1999969,37.5,59.29999924,276.8999939,275.3999939,275.7000122,270.1000061,255,230,67.09999847,20,21,1
9.56000042,4.446909252,16.92000008,59.52000046,7.136909309,653.4099731,68.83999634,647.9899902,55.79999924,30.83818729,292.5,141.6690934,136.1690934,37.0690926,59.0690926,275.8909488,275.0454805,274.9218476,270.1545317,254.9763779,230.3072787,67.2236243,24.86181215,27.53090646,0
9.569999695,4.460000038,16.93000031,59.52000046,7.119999886,653.4199829,68.5,647.9899902,55.29999924,30.70000076,29.20000076,141.8999939,136.8999939,38.09999847,59.70000076,275.8999939,275.2000122,275.1000061,271.3999939,254.6000061,230.1999969,68.30000305,22.79999924,24.10000038,1
9.449615151,4.329999924,16.95846052,59.57461662,7.130000114,653.4000244,68.8407658,647.9899902,60.70384719,30.79615281,292.5,141.3999939,136.807696,37.0769196,59.08845904,275.3269137,275.2961423,275.0884659,269.8499928,254.9884604,230.0884665,67.96153512,25.0038465,27.69615426,0
9.569999695,4.449999809,16.89999962,59.52000046,7.119999886,653.4299927,68.48000336,647.9899902,55.29999924,30.5,29.20000076,141.8000031,136.6000061,37.79999924,59.40000153,276.2000122,275.3999939,275,270.7000122,255.3000031,229.6000061,68.40000153,22.79999924,24.20000076,1
11.48999977,6.369999886,16.75,62.36000061,7.179999828,653.4299927,68.58999634,647.9899902,45.09999847,30.5,292.5,145.6999969,144.1999969,43.70000076,62.90000153,275.2000122,275.5,274.8999939,272.1000061,255.1999969,230.1000061,64.30000305,20.5,21.79999924,0
9.449999809,4.329999924,16.93325398,59.43735217,7.130000114,653.4000244,68.83999634,647.9899902,60.87830944,30.88915357,292.5,141.3999939,136.8891489,36.3867672,58.74338453,276.5481655,274.9433773,274.9216872,270.3349172,254.9108406,229.8325414,67.10846005,25.08915433,27.70000076,0
9.5,4.389999866,16.79999924,59.47999954,7.119999886,653.4400024,68.25,647.9899902,56.09999847,30.60000038,29.20000076,141.8000031,135.6000061,37.20000076,59.20000076,277.1000061,275.7999878,275.1000061,271,255.1000061,230.1999969,67.09999847,21.20000076,22.29999924,1
12.25814609,7.138146206,16.7095711,61.22799615,7.155742607,653.5108551,68.58999634,647.9899902,42.43170215,30.62128592,292.4595688,146.3872843,145.2107154,41.43599031,61.60628149,275.4425748,275.4191376,275.0617064,271.2510001,255.4021406,229.9382874,64.34043118,20.4595711,21.75957111,0
9.529999733,4.409999847,16.98999977,59.47999954,7.130000114,653.4199829,68.48999786,647.9899902,56.29999924,30.89999962,292.5,141.8000031,135.8000031,38.20000076,59.5,277,275.6000061,275.1000061,271.1000061,255.1000061,229.8000031,68.40000153,21.39999962,22.5,1
11.48999977,6.369999886,16.75,62.36000061,7.179999828,653.4299927,68.58999634,647.9899902,45.09999847,30.5,292.5,145.6999969,144.1999969,43.70000076,62.90000153,275.2000122,275.5,274.8999939,272.1000061,255.1999969,230.1000061,64.30000305,20.5,21.79999924,0
9.448648185,4.329999924,16.92864869,59.42270142,7.130000114,653.4000244,68.8427001,647.9899902,60.88648529,30.87296791,292.5,141.3999939,136.9135107,36.32703121,58.71351649,276.605399,274.9405442,274.8864771,270.4946071,254.8729624,229.8000031,67,25.10000038,27.68648477,0
9.592018762,4.476009209,16.90802765,59.52000046,7.130000114,653.4099731,68.83999634,647.9899902,55.33990734,30.72018533,292.5,141.8000031,136.7201899,37.53990657,59.33990734,276.0399096,275.4403798,275.0399096,270.6187946,255.3802772,230.1999969,67.19907489,25.12018609,27.62018609,0
11.46000004,3.349999905,19.88999939,64.30999756,6.090000153,655,59.77000046,69.63999939,64.80000305,30.39999962,29.39999962,168.8000031,128.3999939,22.10000038,13.39999962,245.1000061,250.3999939,250.1000061,245.3000031,240.1999969,225,38.79999924,20.79999924,23.70000076,1
13.39000034,8.270000458,16.64999962,59.56000137,7.119999886,653.6300049,68.58999634,647.9899902,38.5,30.79999924,292.3999939,147.3999939,146.6999969,38.09999847,59.70000076,275.7999878,275.2999878,275.2999878,270,255.6999969,229.6999969,64.40000153,20.39999962,21.70000076,0
9.561057681,4.450792761,16.92000008,59.52000046,7.139735557,653.4099731,68.83999634,647.9899902,55.78678346,30.89735645,292.5,141.7026402,136.215856,37.11057113,59.1052848,276.1947256,275.2105847,275.1947256,270.0026433,255.1105786,230.3947077,67.09206913,24.8105719,27.50528633,0
9.564804181,4.454804029,16.91039164,59.52000046,7.135195876,653.4099731,68.84480147,647.9899902,55.65587632,30.70783542,292.5,141.6999969,136.3441217,37.29216359,59.19608103,276.3921737,275.2000122,275.1519682,270.6725724,254.9078373,230.2558765,67.4843287,24.94412307,27.59608256,0
9.510000229,4.400000095,16.81999969,59.47999954,7.130000114,653.4299927,68.23999786,647.9899902,56,30.5,29.20000076,141.8000031,136.3999939,37.09999847,59.09999847,276.5,275.5,275.3999939,269.3999939,255.1000061,230.1999969,67.09999847,21.79999924,22.89999962,1
9.600000381,4.480000019,16.57999992,59.52000046,7.110000134,653.4299927,68.36000061,647.9899902,55,30.60000038,29.20000076,142.1000061,136.8000031,38.29999924,59.90000153,277.2999878,275.2000122,274.8999939,271.5,255.1000061,230.1000061,65.30000305,22.20000076,24,0
9.510000229,4.389999866,16.80999947,59.45999908,7.119999886,653.4400024,68.25,647.9899902,56.09999847,30.79999924,29.20000076,141.6999969,135.8000031,37.20000076,59.09999847,276.2000122,275.2999878,274.1000061,269.8999939,255.3999939,229.6999969,65.59999847,21.70000076,22.89999962,1
9.57400532,4.464005472,16.9079832,59.52000046,7.130000114,653.4099731,68.83999634,647.9899902,55.45994528,30.65994527,292.4400517,141.7400547,136.6000061,37.36022118,59.28011174,275.9801095,275.0201672,275.3997294,271.1602189,255.3198844,230.2599453,67.38038765,25.05994489,27.61988979,0
9.622451675,4.507990565,16.71926268,59.27019373,7.131078228,653.4278338,68.72847575,647.9899902,54.68479339,30.72156685,292.4107781,141.9230381,136.7352944,37.76912198,59.59069007,276.4676507,275.1554012,275.4230534,270.4014714,255.2338254,229.9539116,65.94018507,22.92645392,25.00193872,0
9.602252042,4.48225169,16.57752307,59.50739106,7.110225296,653.4304435,68.36517936,647.9899902,54.96172153,30.5977487,35.12415322,142.1022576,136.8135129,38.30675424,59.90675653,277.2887294,275.1977604,274.9180077,271.4864898,255.1067608,230.0842441,65.28198959,22.16397398,23.95271485,0
9.520000458,4.400000095,16.79999924,59.47999954,7.119999886,653.4299927,68.25,647.9899902,55.90000153,30.60000038,29.20000076,141.6999969,136.1999969,37.59999847,59.5,275.5,274.7999878,274.3999939,271,254.6999969,230.1000061,67.09999847,21.29999924,22.39999962,1
9.529999733,4.409999847,16.79999924,59.52000046,7.130000114,653.4400024,68.25,647.9899902,55.90000153,30.60000038,29.20000076,141.8000031,136.1000061,37.79999924,59.5,276.2999878,275.2000122,275,271.2999878,254.3999939,230.1000061,67.09999847,21.89999962,23.10000038,1
9.569999695,4.460000038,16.90709243,59.52000046,7.130000114,653.4099731,68.84645139,647.9899902,55.5,30.57092672,292.4645346,141.6999969,136.5354654,37.39361059,59.26453655,276.3517592,275.093616,275.2773222,271.2581432,254.9482384,230.1709315,67.61629464,25.10000038,27.70000076,0
9.510000229,4.389999866,16.79999924,59.45999908,7.119999886,653.4400024,68.26000214,647.9899902,56,30.70000076,29.20000076,141.8000031,135.8999939,37.59999847,59.40000153,276.2000122,274.8999939,275.1000061,271.1000061,255,230,66,21.79999924,23,1
9.569999695,4.449999809,16.65999985,59.52000046,7.119999886,653.4400024,68.33999634,647.9899902,55.20000076,30.70000076,29.20000076,142.1000061,136.3999939,38,59.70000076,276.5,274.8999939,275.2000122,270.7000122,255.1000061,230.1999969,65.59999847,20.29999924,21.70000076,1
9.579999924,4.46999979,16.61000061,59.52000046,7.110000134,653.4299927,68.36000061,647.9899902,55.09999847,30.70000076,29.20000076,142.1999969,136.3999939,38.20000076,59.90000153,276.7999878,275.2999878,275.6000061,271.2999878,255.1000061,230,65.09999847,22,23.60000038,1
9.510000229,4.400000095,16.82999992,59.45999908,7.119999886,653.4400024,68.23999786,647.9899902,56,30.70000076,29.20000076,141.8000031,136.3000031,37.29999924,59.20000076,275.7000122,275.6000061,274.5,270.2000122,254.6000061,230,66.59999847,22,23.10000038,1
9.5727694,4.462769611,16.92276979,59.53107928,7.130000114,653.4099731,68.83999634,647.9899902,55.5,30.75539328,292.427692,141.6999969,136.5446099,37.28308981,59.22769676,276.1215703,274.8722958,275.461524,271.0830859,255.316908,230.1338229,67.07230248,25.1276969,27.70000076,0
9.448740294,4.329999924,16.92874079,59.4225172,7.130000114,653.4000244,68.84251585,647.9899902,60.88740638,30.87481004,292.5,141.3999939,136.9125895,36.32518906,58.71259543,276.6118466,274.9377808,274.8873983,270.4881595,254.8748046,229.8000031,67,25.10000038,27.68740585,0
9.569999695,4.460000038,16.92000008,59.52000046,7.119999886,653.4400024,68.58000183,647.9899902,55.79999924,30.70000076,292.5,141.8999939,136.3000031,37.5,59.20000076,276.1000061,275.5,274.8999939,269.8999939,254.6999969,230,67.09999847,23.39999962,24.60000038,1
13.01031321,7.890313325,16.66998322,60.11953998,7.131989991,653.5900354,68.58999634,647.9899902,39.8189125,30.74004881,292.4199786,147.0602745,146.2004087,39.21907646,60.33947379,275.6800915,275.3399573,275.2200549,270.4196553,255.6000793,229.7799328,64.38001831,20.41998322,21.71998398,0
13.39000034,8.270000458,16.64999962,59.56000137,7.119999886,653.6300049,68.58999634,647.9899902,38.5,30.79999924,292.3999939,147.3999939,146.6999969,38.09999847,59.70000076,275.7999878,275.2999878,275.2999878,270,255.6999969,229.6999969,64.40000153,20.39999962,21.70000076,0
9.510000229,4.400000095,16.82999992,59.47999954,7.119999886,653.4400024,68.25,647.9899902,56,30.60000038,29.20000076,141.8000031,136.3000031,37.40000153,59.29999924,276,275,275.2000122,269.7999878,255,229.8999939,67.09999847,20.5,21.60000038,1
9.550000191,4.440000057,17.04999924,59.52000046,7.130000114,653.4199829,68.48000336,647.9899902,55.90000153,30.60000038,292.5,141.8000031,136.6000061,38.40000153,59.70000076,275.7999878,275.1000061,274.8999939,269.8999939,254.1999969,229.8999939,67.30000305,22.5,23.5,1
9.979999542,4.869999886,16.53000069,60.45999908,7.119999886,653.4099731,68.61000061,647.9899902,49.40000153,30.70000076,292.5,142.8999939,139,50.59999847,67.40000153,276,275.2999878,275.1000061,271.6000061,255.1999969,229.6000061,65,20.70000076,22,0
9.588295634,4.476591063,16.95170495,59.52000046,7.130000114,653.4182767,68.83999634,647.9899902,55.38522322,30.73409016,292.5,141.8000031,136.8829507,37.2829547,59.18295557,276.0829603,276.0272752,275.2852362,269.9318219,254.1681842,230.3829507,68.26137259,25.1829559,27.70000076,0
10.56731124,5.45342201,16.615569,61.19900103,7.143336748,653.4177597,68.60221999,647.9899902,47.72752358,30.62221085,292.5,143.9890497,141.0225288,47.91625759,65.64973516,275.6888463,275.3777822,275.0222117,271.7944801,255.1999969,229.7944801,64.72773753,20.62221085,21.92221009,0
11.48999977,6.369999886,16.75,62.36000061,7.179999828,653.4299927,68.58999634,647.9899902,45.09999847,30.5,292.5,145.6999969,144.1999969,43.70000076,62.90000153,275.2000122,275.5,274.8999939,272.1000061,255.1999969,230.1000061,64.30000305,20.5,21.79999924,0
9.449999809,4.329999924,16.93000031,59.41999817,7.130000114,653.4000244,68.83999634,647.9899902,60.90000153,30.89999962,292.5,141.3999939,136.8999939,36.29999924,58.70000076,276.7000122,274.8999939,274.8999939,270.3999939,254.8999939,229.8000031,67,25.10000038,27.70000076,0
9.579999924,4.460000038,16.95000076,59.52000046,7.119999886,653.4199829,68.48999786,647.9899902,55.29999924,30.60000038,29.20000076,142,137,37.70000076,59.40000153,275.7999878,275.7000122,275,269.6000061,254.8999939,230.1999969,67.59999847,23,24.20000076,1
9.520000458,4.400000095,16.87000084,59.43999863,7.119999886,653.4299927,68.23999786,647.9899902,55.79999924,30.70000076,29.20000076,141.6999969,136.5,37.40000153,59.29999924,276.3999939,274.8999939,274.8999939,269.5,255,230.1999969,67.5,22,23.20000076,1
11.48999977,6.369999886,16.75,62.36000061,7.179999828,653.4299927,68.58999634,647.9899902,45.09999847,30.5,292.5,145.6999969,144.1999969,43.70000076,62.90000153,275.2000122,275.5,274.8999939,272.1000061,255.1999969,230.1000061,64.30000305,20.5,21.79999924,0
11.48999977,6.369999886,16.75,62.36000061,7.179999828,653.4299927,68.58999634,647.9899902,45.09999847,30.5,292.5,145.6999969,144.1999969,43.70000076,62.90000153,275.2000122,275.5,274.8999939,272.1000061,255.1999969,230.1000061,64.30000305,20.5,21.79999924,0
9.699999809,4.579999924,16.46999931,58.95999908,7.119999886,653.4500122,68.58999634,647.9899902,53.29999924,30.5,292.2999878,142.1999969,137.3999939,38.59999847,60.20000076,276.7999878,275.1000061,275.7000122,270.8999939,255.3999939,229.3999939,64.5,20.60000038,21.89999962,0
9.447980462,4.329999924,16.92798096,59.42403686,7.130000114,653.4000244,68.8440358,647.9899902,60.87980806,30.85961383,292.5,141.3999939,136.9201881,36.34038541,58.72019346,276.5586587,274.9605766,274.8797997,270.5413474,254.8596085,229.8000031,67,25.10000038,27.67980767,0
9.510000229,4.389999866,16.79000092,59.45999908,7.119999886,653.4400024,68.26999664,647.9899902,56,30.70000076,29.20000076,141.6999969,136,37.70000076,59.40000153,275.6000061,275.5,274.3999939,271.7000122,254.8999939,229.6999969,66.19999695,21.70000076,22.70000076,1
11.4489948,6.32926648,16.74402579,62.30840492,7.178370493,653.4294491,68.59053957,647.9899902,45.21676765,30.50543114,292.5,145.6239611,144.0587878,43.88737437,63.02220175,275.2217364,275.4945685,274.9054254,272.0864283,255.1999969,230.0864283,64.31901189,20.50543114,21.80543038,0
9.529999733,4.409999847,16.79000092,59.47999954,7.119999886,653.4400024,68.25,647.9899902,55.79999924,30.39999962,29.20000076,141.8000031,136.1999969,37.5,59.29999924,275.7999878,274.3999939,274.6000061,269.8999939,254.6999969,230.3000031,67.19999695,21.79999924,23,1
9.520000458,4.400000095,16.79999924,59.45999908,7.119999886,653.4400024,68.26999664,647.9899902,55.90000153,30.60000038,29.20000076,141.8000031,136.1000061,37.70000076,59.5,276.3999939,275.2000122,275,270.3999939,255.3000031,229.6999969,66.09999847,19.89999962,20.79999924,1
